name,pos,t1_dist,t2_dist,dist_diff
Rodney McLeod,FS,20.047802872135392,16.943653679180297,3.104149192955095
Rodney McLeod,FS,14.954775157119549,10.668467556308167,4.286307600811382
Rodney McLeod,FS,25.026308157616853,19.26502011418623,5.761288043430625
Corey Graham,FS,9.924016324049454,7.4987465619262,2.4252697621232535
Ricardo Allen,SS,23.63444308630944,19.24480189557689,4.389641190732547
Keanu Neal,FS,24.062402207593482,21.454346878896125,2.6080553286973576
Malcolm Jenkins,SS,15.081545013691402,6.9234962266184565,8.158048787072946
Rodney McLeod,FS,29.694730172203958,30.761849749324245,-1.0671195771202875
Rodney McLeod,FS,8.938036697172372,10.09143200938301,-1.1533953122106375
Ricardo Allen,SS,17.652368113088965,14.035259171101902,3.6171089419870626
Rodney McLeod,FS,5.153882032022076,2.7399452549275436,2.4139367770945324
Corey Graham,FS,17.74310570334292,14.061184160660153,3.681921542682767
Rodney McLeod,FS,29.43515075551678,31.300408943015427,-1.8652581874986467
Ricardo Allen,SS,26.501188652586894,26.75438094966879,-0.2531922970818954
Ricardo Allen,SS,16.534116244904048,23.125124864527756,-6.591008619623707
Ricardo Allen,SS,17.998599945551323,11.852615745058133,6.14598420049319
Ricardo Allen,SS,20.452344608870646,19.7101623534663,0.742182255404348
Ricardo Allen,SS,16.495441794629205,18.621927934561448,-2.1264861399322434
Ricardo Allen,SS,19.143586393359,21.87294676078191,-2.7293603674229097
Damontae Kazee,SS,26.12472583588199,16.974527975764158,9.150197860117832
Damontae Kazee,SS,16.93563403005627,15.5065212088334,1.429112821222871
Rodney McLeod,FS,17.133443903663967,10.164905311905269,6.968538591758698
Corey Graham,FS,21.15083213493029,25.286458826810843,-4.135626691880553
Malcolm Jenkins,SS,22.52150083808803,15.660552352966349,6.860948485121682
Ricardo Allen,SS,30.099835547723515,34.339554452555156,-4.239718904831641
Ricardo Allen,SS,21.729806717962315,24.39744453831179,-2.6676378203494764
Keanu Neal,FS,12.640367874393531,14.88279879592545,-2.242430921531918
Ricardo Allen,SS,23.330025717945535,19.09201141839172,4.238014299553814
Keanu Neal,FS,41.94416526765076,35.19688906707523,6.747276200575527
Ricardo Allen,SS,27.066769293729905,27.048772615407156,0.017996678322749204
Ricardo Allen,SS,27.424182759017636,28.403156514725612,-0.9789737557079761
Keanu Neal,FS,19.93982948773635,19.80609249700708,0.1337369907292718
Rodney McLeod,FS,19.83965977530865,14.050569383480514,5.789090391828136
Rodney McLeod,FS,7.260061983206478,1.0241581909060757,6.235903792300403
Corey Graham,FS,11.530940985019393,14.115983848106374,-2.585042863086981
Rodney McLeod,FS,22.095886495001736,25.235411627314505,-3.1395251323127695
Corey Graham,FS,18.840435239133942,18.32240704711038,0.5180281920235608
Rodney McLeod,FS,8.243403423344033,3.8835550723531687,4.359848350990864
Ricardo Allen,SS,8.677614879677481,3.7808464660707966,4.896768413606685
Keanu Neal,FS,31.011549461450645,35.38363604832041,-4.3720865868697665
Ricardo Allen,SS,28.096181235178552,34.24804373975249,-6.151862504573938
Keanu Neal,FS,23.450117270495678,31.04219386576921,-7.592076595273532
Ricardo Allen,SS,11.261305430544006,15.891510312113187,-4.630204881569181
Ricardo Allen,SS,21.290641136424238,24.36375176363443,-3.073110627210191
Ricardo Allen,SS,10.937540857066548,10.926609721226436,0.01093113584011185
Ricardo Allen,SS,19.107202830346463,15.368282272264521,3.738920558081942
Rodney McLeod,FS,23.831661712939784,21.20831204976011,2.623349663179674
Malcolm Jenkins,SS,15.07918432807292,12.654588100764084,2.424596227308836
Rodney McLeod,FS,34.47592348291775,42.563693448759814,-8.087769965842064
Malcolm Jenkins,SS,11.606868656101867,7.327550750421315,4.279317905680552
Corey Graham,FS,17.197246872682847,20.656006390394058,-3.4587595177112114
Rodney McLeod,FS,13.40338017068829,4.466956458261042,8.93642371242725
Jordan Hicks,MLB,10.021402097511107,4.041484875636674,5.979917221874433
Damontae Kazee,SS,27.879329260224317,27.65069438549419,0.22863487473012611
Damontae Kazee,SS,22.81737276725785,28.467084501227028,-5.649711733969177
Ricardo Allen,SS,17.96824977564593,18.739994663819942,-0.7717448881740125
Damontae Kazee,SS,26.826019085954595,31.51034274646977,-4.684323660515176
Ricardo Allen,SS,9.722057395428191,12.920998413435395,-3.198941018007204
Damontae Kazee,SS,20.35525484979247,20.715332485866597,-0.3600776360741271
Damontae Kazee,SS,9.307212257169171,11.640274910842958,-2.333062653673787
Corey Graham,FS,24.662848578377965,21.510020920491915,3.15282765788605
Rodney McLeod,FS,19.86658752780658,19.73492589294421,0.13166163486236826
Ricardo Allen,SS,17.62908108779355,19.77466308183278,-2.1455819940392296
Damontae Kazee,SS,12.85149796716321,12.64886556178063,0.20263240538258032
Corey Graham,FS,28.499859648777218,24.51319848571377,3.9866611630634488
Rodney McLeod,FS,5.5704667667979155,0.20248456731316383,5.367982199484752
Corey Graham,FS,15.566586009783903,20.47270377844608,-4.906117768662176
Damontae Kazee,SS,0.5360037313302958,2.5618157623060975,-2.0258120309758016
Damontae Kazee,SS,7.612128480260962,4.702722615677007,2.909405864583955
Ricardo Allen,SS,8.350239517522839,3.4808045047086464,4.8694350128141926
Damontae Kazee,SS,13.362473573406985,14.846427179628101,-1.4839536062211156
Rodney McLeod,FS,24.26361885622177,22.480642784404544,1.7829760718172238
Malcolm Jenkins,SS,23.769225902414234,23.480459961423247,0.28876594099098796
Corey Graham,FS,28.150120781268424,30.837642581753887,-2.687521800485463
Rodney McLeod,FS,14.932092954438778,14.174769839401282,0.7573231150374955
Jordan Hicks,MLB,17.801853836047524,14.932233590457932,2.8696202455895925
Damontae Kazee,SS,30.953280924645128,28.446948869782148,2.5063320548629804
Damontae Kazee,SS,19.614382478171475,22.29617231723867,-2.6817898390671964
Damontae Kazee,SS,27.839836565612234,26.220163996436032,1.6196725691762026
Damontae Kazee,SS,35.913543406352986,36.067697459083796,-0.15415405273081006
Corey Graham,FS,4.537223820796148,2.379180531191349,2.1580432896047994
Rodney McLeod,FS,17.61618573925694,19.04677663018075,-1.4305908909238099
Rodney McLeod,FS,8.625688378326686,10.33129711120535,-1.7056087328786642
Corey Graham,FS,33.17157970311333,33.556693818074514,-0.3851141149611834
Rodney McLeod,FS,20.51588896441,15.282015573869831,5.233873390540168
Malcolm Jenkins,SS,20.20425945190766,14.383660869194602,5.820598582713059
Corey Graham,FS,11.38614069823485,11.485477787188483,-0.09933708895363225
Rodney McLeod,FS,22.9651148483956,17.889888205352207,5.075226643043393
Jordan Hicks,MLB,26.786149405989654,22.358734311226115,4.427415094763539
Corey Graham,FS,13.479243302203578,13.366588944079938,0.11265435812364011
Rodney McLeod,FS,10.058215547501455,0.9750897394599076,9.083125808041547
Corey Graham,FS,9.49766813486342,2.896756807189723,6.600911327673698
Rodney McLeod,FS,5.175760813638901,7.531905469401486,-2.356144655762585
Rodney McLeod,FS,29.500915240039586,15.110162143405343,14.390753096634242
Micah Hyde,SS,26.836603734451945,25.20087498480956,1.6357287496423858
Jordan Poyer,FS,11.07910194916538,14.447951411878424,-3.368849462713044
Micah Hyde,SS,28.077108113194278,25.567277915335453,2.5098301978588253
Jordan Poyer,FS,14.266131220481608,14.58518769162742,-0.3190564711458119
Micah Hyde,SS,15.15844978881416,10.360468136141343,4.797981652672817
Micah Hyde,SS,3.198030644005778,2.3500212764994353,0.8480093675063429
Jordan Poyer,FS,10.273480422914135,5.461501625011209,4.811978797902926
Micah Hyde,SS,17.236066836723506,8.949999999999989,8.286066836723517
Tony Jefferson,SS,34.04192268365581,29.06187364916446,4.980049034491351
Jordan Poyer,FS,11.787489130429773,14.304754454376345,-2.5172653239465728
Micah Hyde,SS,4.219822271138919,4.908319468005318,-0.6884971968663987
Tony Jefferson,SS,7.967697283406292,4.093372692536075,3.8743245908702164
Tony Jefferson,SS,26.467506493812373,24.363123773440876,2.104382720371497
Tony Jefferson,SS,15.08886012924767,12.019821130116704,3.0690389991309672
Jordan Poyer,FS,9.040796425094412,11.465565838631775,-2.424769413537364
Micah Hyde,SS,11.80727318223814,4.667440412045981,7.139832770192158
Jordan Poyer,FS,15.530321954164377,10.769753943335944,4.7605680108284325
Micah Hyde,SS,28.151577220468486,25.554541670708943,2.5970355497595428
Jordan Poyer,FS,13.43281429931941,2.1052315787105287,11.327582720608882
Micah Hyde,SS,23.536715998626487,12.651711346691402,10.885004651935086
Micah Hyde,SS,10.175524556503216,15.966568197330327,-5.791043640827111
Jordan Poyer,FS,20.666855106667775,17.423891643372905,3.2429634632948705
Jordan Poyer,FS,27.76407030678319,28.281805105049433,-0.5177347982662432
Micah Hyde,SS,30.17870275542009,34.6349895337071,-4.456286778287009
Micah Hyde,SS,52.51908700653507,42.32329972958158,10.195787276953489
Jordan Poyer,FS,27.28134894025587,23.281419630254508,3.999929310001363
Eric Weddle,FS,30.27218690481413,22.81115954965902,7.46102735515511
Tony Jefferson,SS,23.27756215757999,32.68479768944577,-9.407235531865783
Eric Weddle,FS,17.79506111256716,14.476974822109764,3.318086290457398
Eric Weddle,FS,3.3019085390119445,4.252058325093862,-0.9501497860819175
Tony Jefferson,SS,15.393638296387243,14.92585005954435,0.4677882368428925
Jordan Poyer,FS,27.431633199647447,26.557458462736978,0.8741747369104687
Tony Jefferson,SS,31.28451693729663,33.00367555288349,-1.7191586155868634
Micah Hyde,SS,13.627164048326417,20.736636660750946,-7.109472612424529
Jordan Poyer,FS,24.933208778655025,30.927311554676074,-5.994102776021048
Micah Hyde,SS,14.823555578875132,16.734186565232264,-1.9106309863571322
Tony Jefferson,SS,28.04944206218726,31.704542261322747,-3.655100199135486
Eric Weddle,FS,18.89120694926611,22.181192483723684,-3.289985534457575
Eric Weddle,FS,16.406587091775062,8.27725195943678,8.129335132338282
Micah Hyde,SS,25.27655435378802,33.84457711362339,-8.568022759835369
Eric Weddle,FS,25.399311014277533,19.76837120250427,5.630939811773263
Tony Jefferson,SS,15.492530458256327,14.313629868066315,1.178900590190013
Micah Hyde,SS,25.224955896889096,21.832647571927687,3.3923083249614088
Micah Hyde,SS,10.634359407129326,14.493143206357963,-3.858783799228638
Jordan Poyer,FS,22.946219732234763,19.093153223079735,3.8530665091550276
Micah Hyde,SS,17.491669445767602,11.65432537730091,5.837344068466692
Jordan Poyer,FS,8.35083828127452,13.531404213901821,-5.180565932627301
Micah Hyde,SS,22.463214373726657,22.254249032488154,0.2089653412385033
Micah Hyde,SS,24.74785041170243,26.144406667583798,-1.396556255881368
Jordan Poyer,FS,22.51890983151716,23.832635187909876,-1.313725356392716
Micah Hyde,SS,14.367884325814988,18.537402730695582,-4.169518404880595
Jordan Poyer,FS,15.156153865674499,17.98046161810091,-2.824307752426412
Micah Hyde,SS,18.074125151718963,19.590079121841235,-1.515953970122272
Jordan Poyer,FS,7.817160609837821,9.749933333105412,-1.9327727232675915
Micah Hyde,SS,16.533580979328104,8.76644739903229,7.767133580295814
Tony Jefferson,SS,35.421589461795755,37.37612606999286,-1.9545366081971025
C.J. Mosley,ILB,23.75788290231266,19.69874361475878,4.059139287553879
Patrick Onwuasor,ILB,15.882380174268588,12.881711842763762,3.0006683315048264
Tony Jefferson,SS,21.73623702483942,20.019722775303357,1.7165142495360612
Eric Weddle,FS,22.328461657713905,16.9423729152678,5.3860887424461055
Micah Hyde,SS,24.218177057739087,22.97054853502632,1.2476285227127661
Micah Hyde,SS,6.726098423306037,4.263918385710495,2.462180037595542
Tony Jefferson,SS,23.455118844294947,23.37481122918429,0.08030761511065876
Eric Weddle,FS,24.090371520588885,23.72419229394333,0.36617922664555635
Tony Jefferson,SS,15.225412966484686,7.9514149684191455,7.273997998065541
Tony Jefferson,SS,14.599458894082339,12.020823599071736,2.578635295010603
Eric Weddle,FS,21.974132519851608,16.666424331571545,5.307708188280063
Eric Weddle,FS,38.4716415038402,33.28054236336902,5.191099140471181
Eric Weddle,FS,16.04856691421387,17.95528334502131,-1.9067164308074425
Tony Jefferson,SS,18.954221165745636,18.740301491704987,0.2139196740406497
Jordan Poyer,FS,16.646636296861896,11.95167352298413,4.694962773877766
Jordan Poyer,FS,12.737974721281239,9.75492696025962,2.983047761021618
Chuck Clark,FS,25.370742992667758,24.32740224520489,1.0433407474628673
Tony Jefferson,SS,31.466866701341587,28.77682574572811,2.690040955613476
Chuck Clark,FS,12.556802937053678,13.85393085012337,-1.2971279130696924
Tony Jefferson,SS,8.225083586201418,1.5295751043999122,6.695508481801506
Patrick Onwuasor,ILB,16.060796991432273,11.94294770984115,4.117849281591123
Chuck Clark,FS,17.545369759569052,21.80170864863578,-4.256338889066729
Tony Jefferson,SS,16.459225376669465,19.573556140875375,-3.11433076420591
Chuck Clark,FS,28.894528893892698,32.331065556210795,-3.4365366623180975
Tony Jefferson,SS,11.857369016776024,1.0594810050208556,10.79788801175517
Chuck Clark,FS,5.153406640272042,12.655769435320794,-7.502362795048752
Micah Hyde,SS,10.44712879216103,12.282788771284798,-1.8356599791237684
Jordan Poyer,FS,10.518421934872167,16.586379954649537,-6.06795801977737
Tony Jefferson,SS,32.80793349176385,29.961929176873774,2.8460043148900738
Chuck Clark,FS,13.398402889896992,11.870914033889724,1.5274888560072686
Tony Jefferson,SS,25.673901144937048,20.109425650674364,5.564475494262684
Chuck Clark,FS,18.485142682706023,16.449550145824656,2.035592536881367
Tony Jefferson,SS,16.053077586556412,15.614189059954413,0.43888852660199973
Chuck Clark,FS,27.195295549046715,22.75637932536721,4.438916223679506
Tony Jefferson,SS,16.001140584345855,8.743546191334497,7.257594393011358
Chuck Clark,FS,18.002347069201836,21.628622239985603,-3.6262751707837673
Tony Jefferson,SS,32.738457507952326,30.9712802447687,1.7671772631836262
Tony Jefferson,SS,17.9516823724129,13.874472962963313,4.077209409449587
Damarious Randall,CB,28.741235185704877,29.008414296545062,-0.26717911084018553
Damarious Randall,CB,14.692719285414798,13.046762050409288,1.6459572350055094
Sean Davis,SS,20.436212956416362,24.851708190786397,-4.415495234370034
Terrell Edmunds,DB,15.976999092445363,21.237243229760303,-5.26024413731494
Sean Davis,SS,12.042196643469996,7.1449282711585065,4.89726837231149
Sean Davis,SS,15.329204154162735,19.762178523634486,-4.432974369471751
Terrell Edmunds,DB,8.407092244052045,15.897553270865304,-7.490461026813259
Damarious Randall,CB,22.260325693933588,26.27366742577061,-4.0133417318370235
Damarious Randall,CB,15.730623001013027,17.08385495138613,-1.353231950373102
Damarious Randall,CB,25.459838962570046,18.33485478535349,7.124984177216557
Sean Davis,SS,23.56209243679347,15.925040031346867,7.637052405446603
Sean Davis,SS,19.64969719868477,20.65512043053732,-1.00542323185255
Damarious Randall,CB,26.44251311808316,22.164712946483196,4.277800171599964
Damarious Randall,CB,24.736733818352008,21.851409565517734,2.8853242528342733
Jabrill Peppers,FS,18.729655629509047,12.300768268689561,6.428887360819486
Damarious Randall,CB,9.447883360838023,0.9699999999999994,8.477883360838025
Sean Davis,SS,13.198007425365399,17.61473247029316,-4.416725044927761
Terrell Edmunds,DB,11.909542392552282,13.180015174498095,-1.2704727819458128
Sean Davis,SS,26.780892442187206,29.738594452327423,-2.957702010140217
Damarious Randall,CB,30.492887695329873,16.475451435393207,14.017436259936666
Damarious Randall,CB,16.316776642462198,15.507433701293067,0.8093429411691311
Derrick Kindred,SS,6.597613204788533,3.419151941636987,3.178461263151546
Damarious Randall,CB,29.44142829415719,25.617620888755454,3.8238074054017375
Damarious Randall,CB,11.616647537047855,12.593541995800862,-0.9768944587530068
Derrick Kindred,SS,20.479875487902756,17.152728645903544,3.3271468419992125
Sean Davis,SS,26.795645168571703,36.623622158382965,-9.827976989811262
Sean Davis,SS,30.36612751076436,30.89482804613096,-0.5287005353665997
Sean Davis,SS,10.765895225200733,5.116600433881857,5.6492947913188765
Terrell Edmunds,DB,18.78253710231927,24.6202457339483,-5.837708631629027
Damarious Randall,CB,8.611643281046891,2.9204280508172102,5.691215230229681
Sean Davis,SS,23.32193173817298,28.01214201020693,-4.690210272033948
Damarious Randall,CB,24.078193453828725,21.94221729907896,2.135976154749766
Damarious Randall,CB,25.09187318635259,30.187510662524005,-5.095637476171415
Damarious Randall,CB,13.396585385836195,16.16087250119869,-2.764287115362494
